ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
13644,Oily Giblets,13185,1,0,16978,55,2
13645,Scarlet Polypore,13185,1,0,16985,69,2
13646,Blackbelly Sushi,13185,1,0,16956,11,2
13647,Grilled Dragon,13185,1,0,16966,31,2
13648,Lightly Fried Lurker,13185,1,0,16974,47,2
13649,Scalding Murglesnout,13185,1,0,16984,67,2
13650,Beer-Basted Crocolisk,13185,1,0,16955,9,2
13651,Lavascale Minestrone,13185,1,0,16973,45,2
13652,Violet Morel,13185,1,0,16999,97,2
13653,Fish Fry,13185,1,0,16963,25,2
13654,Pickled Guppy,13185,1,0,16979,57,2
13655,Grilled Shark,13185,1,0,16967,33,2
13656,Basilisk Liverdog,13185,1,0,16954,7,2
13657,Delicious Sagefish Tail,13185,1,0,16962,23,2
13658,Lavascale Fillet,13185,1,0,16972,43,2
13659,Simmered Squid,13185,1,0,16988,75,2
13660,Tasty Puffball,13185,1,0,16994,87,2
13661,Stormwind Surprise,13185,0,0,18598,478,2
13662,Darkmoon Doughnut,13185,0,0,18595,475,2
13663,Salty Sea Dog,13185,0,0,18596,476,2
13664,Teldrassil Tenderloin,13185,0,0,18597,477,2
13665,Gnomeregan Gnuggets,13185,0,0,18600,480,2
13666,Mulgore Meat Pie,13185,0,0,18602,482,2
13667,Green Ham and Eggs,13185,0,0,18603,483,2
13668,Forsaken Foie Gras,13185,0,0,18604,484,2
13669,Troll Tartare,13185,0,0,18605,485,2
13670,Silvermoon Steak,13185,0,0,18606,486,2
13671,Dried Sausage,13185,0,0,18619,487,2
13672,Pickled Sausage,13185,0,0,18622,490,2
13673,Spicy Smoked Sausage,13185,0,0,18623,491,2
13674,Conjured Mana Cookie,13185,0,0,18625,493,2
13675,Conjured Mana Brownie,13185,0,0,18626,494,2
13676,Conjured Mana Cupcake,13185,0,0,18627,495,2
13677,Succulent Sausage,13185,0,0,18620,488,2
13678,Draenic Dumplings,13185,0,0,18601,481,2
13679,Spiced Onion Cheese,13185,0,0,18621,489,2
13680,Conjured Mana Lollipop,13185,0,0,18628,496,2
13681,Beer-Basted Short Ribs,13185,0,0,18599,479,2
13682,The Golden Link,13185,0,0,18624,492,2
13683,Conjured Mana Cake,13185,0,0,18629,497,2
13688,Blood Prince Council kills (Icecrown 10 player),0,0,4,0,0,0
13689,Defeat the Blood Prince Council,13688,1,0,13339,1,0
13691,"Explore Hyjal, revealing the covered areas of the world map.",0,0,4,0,0,0
13692,The Circle of Cinders,13691,0,0,16089,2,0
13693,Ashen Lake,13691,0,0,13796,3,0
13694,The Throne of Flame,13691,1,0,13805,11,0
13695,Rim of the World,13691,0,0,13795,1,0
13696,Darkwhisper Gorge,13691,0,0,13797,4,0
13697,Gates of Sothann,13691,0,0,13799,5,0
13698,Nordrassil,13691,1,0,13800,6,0
13699,Sethria's Roost,13691,1,0,13801,7,0
13700,Shrine of Goldrinn,13691,1,0,13802,8,0
13701,The Scorched Plain,13691,1,0,13804,10,0
13702,The Flamewake,13691,1,0,13803,9,0
13704,"Kill the enemy who is carrying your flag in the opposing team's flag room while the opposing team's flag is at their base, within their control.",0,1,8,0,0,0
13705,Carrying Alliance Flag,13704,1,0,5606,1,2
13706,Carrying Horde Flag,13704,1,0,5605,0,2
13708,Obtain a Zhevra mount through the Recruit-a-Friend program.,0,1,8,0,0,0
13709,Zhevra,13708,0,0,5267,1,2
13710,Zhevra,13708,0,0,5268,2,2
13711,Zhevra,13708,1,0,5269,3,2
13713,Patchwerk kills (Naxxramas 25 player),0,0,4,0,0,0
13714,Patchwerk,13713,1,0,6403,1,0
13716,Loatheb kills (Naxxramas 25 player),0,0,4,0,0,0
13717,Loatheb,13716,1,0,6409,1,0
13719,Highest Blacksmithing skill,0,0,4,0,0,0
13720,Blacksmithing skill,13719,525,0,5566,1,1
13722,Defeat Archavon the Stone Watcher in 25 player mode.,0,0,4,0,0,0
13723,Archavon the Stone Watcher,13722,1,0,8745,1,2
13725,Bomb the following elementals during a bombing run in the Molten Front.,0,0,4,0,0,0
13726,Singeslayer,13725,1,0,17862,6,0
13727,Ragepyre,13725,1,0,17857,1,0
13728,Flashfire,13725,1,0,17859,3,0
13729,Hatespark,13725,1,0,17860,4,0
13730,Heatflayer,13725,1,0,17861,5,0
13731,Blazefury,13725,1,0,17858,2,0
13733,Defeat Sartharion the Onyx Guardian without getting hit by Lava Strike in 25-player mode.,0,0,4,0,0,0
13734,Sartharion the Onyx Guardian,13733,1,0,7327,1,2
13736,Fish up the gold coins listed below from the Dalaran fountain.,0,0,4,0,0,0
13737,Chromie's Gold Coin,13736,1,0,7249,6,0
13738,Teron's Gold Coin,13736,1,0,7255,12,0
13739,Thrall's Gold Coin,13736,1,0,7256,13,0
13740,Kel'Thuzad's Gold Coin,13736,1,0,7250,7,0
13741,Arthas' Gold Coin,13736,1,0,7246,3,0
13742,Anduin Wrynn's Gold Coin,13736,1,0,7244,1,0
13743,Archimonde's Gold Coin,13736,1,0,7245,2,0
13744,Arugal's Gold Coin,13736,1,0,7247,4,0
13745,Lady Jaina Proudmoore's Gold Coin,13736,1,0,7251,8,0
13746,Brann Bronzebeard's Gold Coin,13736,1,0,7248,5,0
13747,Lady Katrana Prestor's Gold Coin,13736,1,0,7252,9,0
13748,Tirion Fordring's Gold Coin,13736,1,0,7257,14,0
13749,Uther Lightbringer's Gold Coin,13736,1,0,7258,15,0
13750,Prince Kael'thas Sunstrider's Gold Coin,13736,1,0,7253,10,0
13751,Sylvanas Windrunner's Gold Coin,13736,1,0,7254,11,0
13753,Kill 100 Risen Zombies in 1 minute in The Culling of Stratholme on Heroic Difficulty.,0,0,4,0,0,0
13754,Kill 100 Risen Zombies in 1 minute,13753,100,0,7180,0,1
13756,Obtain 25 Cooking Awards.,0,25,5,0,0,0
13757,,13756,25,0,16094,2,2
13758,,13756,25,0,16095,3,2
13759,,13756,25,0,7262,1,2
13760,,13756,25,0,16313,5,2
13761,,13756,25,0,16300,4,2
13763,Obtain 10 Cooking Awards.,0,10,5,0,0,0
13764,,13763,10,0,16094,2,2
13765,,13763,10,0,16095,3,2
13766,,13763,10,0,7262,1,2
13767,,13763,10,0,16313,5,2
13768,,13763,10,0,16300,4,2
13770,Total deaths in 5-player heroic dungeons,0,0,4,0,0,0
13771,5 man heroic instances,13770,0,0,7849,0,0
13773,Quagmirran kills (Slave Pens),0,0,4,0,0,0
13774,Quagmirran,13773,1,0,3240,1,0
13776,Defeat Sapphiron in Naxxramas without any member of the raid having a frost resist value over 100 in 10-player mode.,0,0,4,0,0,0
13777,The Hundred Club,13776,1,0,7567,1,2
13779,Kiss someone wearing an Elegant Dress while wearing a White Tuxedo Shirt and Black Tuxedo Pants.,0,0,4,0,0,0
13780,,13779,1,0,9858,1,2
13782,Mr. Bigglesworth kills,0,1,7,0,0,0
13783,Mr. Bigglesworth,13782,1,0,9438,1,0
13784,Mr. Bigglesworth,13782,1,0,9819,2,0
13786,Raise 55 reputations to Exalted.,0,55,8,0,0,0
13787,Ashtongue Deathsworn,13786,42000,0,17926,19,0
13788,Hydraxian Waterlords,13786,42000,0,17909,2,0
13789,Exalted Darnassus,13786,42000,0,17456,3,0
13790,Therazane,13786,42000,0,17911,4,0
13791,Silverwing Sentinels,13786,42000,0,17459,5,0
13792,Brood of Nozdormu,13786,42000,0,17913,6,0
13793,Exalted Exodar,13786,42000,0,17462,7,0
13794,Baradin's Wardens,13786,42000,0,17522,53,0
13795,Bloodsail Buccaneers,13786,42000,0,17961,54,0
13796,Darkmoon Faire,13786,42000,0,17962,55,0
13797,Ravenholdt,13786,42000,0,17963,56,0
13798,Shen'dralar,13786,42000,0,17964,57,0
13799,Thorium Brotherhood,13786,42000,0,17965,58,0
13800,Timbermaw Hold,13786,42000,0,17966,59,0
13801,Wintersaber Trainers,13786,42000,0,17531,60,0
13802,The Violet Eye,13786,42000,0,17919,11,0
13803,Argent Crusade,13786,42000,0,17936,29,0
13804,The Scale of the Sands,13786,42000,0,17922,15,0
13805,The Sha'tar,13786,42000,0,17942,35,0
13806,Exalted Gnomeregan Exiles,13786,42000,0,17475,16,0
13807,Alliance Vanguard,13786,42000,0,17505,42,0
13808,The Frostborn,13786,42000,0,17510,47,0
13809,Valiance Expedition,13786,42000,0,17517,51,0
13810,Exalted Stormwind,13786,42000,0,17485,24,0
13811,Sporeggar,13786,42000,0,17939,32,0
13812,Honor Hold,13786,42000,0,17502,39,0
13813,Frenzyheart Tribe,13786,42000,0,17951,46,0
13814,Stormpike Guard,13786,42000,0,17467,10,0
13815,Exalted Gilneas,13786,42000,0,17470,12,0
13816,Gadgetzan,13786,42000,0,17924,17,0
13817,The Earthen Ring,13786,42000,0,17925,18,0
13818,Exalted Ironforge,13786,42000,0,17480,20,0
13819,The Ashen Verdict,13786,42000,0,17930,23,0
13820,The Wyrmrest Accord,13786,42000,0,17932,26,0
13821,Ogri'la,13786,42000,0,17935,28,0
13822,Wildhammer Clan,13786,42000,0,17472,14,0
13823,Ramkahen,13786,42000,0,17916,9,0
13824,Ratchet,13786,42000,0,17928,21,0
13825,Knights of the Ebon Blade,13786,42000,0,17934,27,0
13826,Shattered Sun Offensive,13786,42000,0,17949,43,0
13827,The League of Arathor,13786,42000,0,17453,1,0
13828,Booty Bay,13786,42000,0,17915,8,0
13829,Everlook,13786,42000,0,17921,13,0
13830,Avengers of Hyjal,13786,42000,0,17968,61,0
13831,Kurenai,13786,42000,0,17486,25,0
13832,Kirin Tor,13786,42000,0,17938,31,0
13833,The Aldor,13786,42000,0,17946,38,0
13834,Argent Dawn,13786,42000,0,17950,45,0
13835,Cenarion Circle,13786,42000,0,17969,62,0
13836,Guardians of Hyjal,13786,42000,0,17929,22,0
13837,The Sons of Hodir,13786,42000,0,17956,50,0
13838,Explorers' League,13786,42000,0,17507,44,0
13839,Zandalar Tribe,13786,42000,0,17970,63,0
13840,Netherwing,13786,42000,0,17937,30,0
13841,Lower City,13786,42000,0,17940,33,0
13842,The Consortium,13786,42000,0,17941,34,0
13843,Sha'tari Skyguard,13786,42000,0,17943,36,0
13844,Cenarion Expedition,13786,42000,0,17944,37,0
13845,The Scryers,13786,42000,0,17947,40,0
13846,Keepers of Time,13786,42000,0,17948,41,0
13847,The Kalu'ak,13786,42000,0,17954,48,0
13848,The Oracles,13786,42000,0,17955,49,0
13849,The Silver Covenant,13786,42000,0,17519,52,0
13851,Defeat every boss in Icecrown Citadel in 25-player mode.,0,0,4,0,0,0
13852,Storming the Citadel,13851,0,0,12956,1,0
13853,The Frozen Throne,13851,0,0,12957,5,0
13854,The Frostwing Halls,13851,0,0,12958,4,0
13855,The Plagueworks,13851,0,0,12959,2,0
13856,The Crimson Hall,13851,0,0,12960,3,0
13858,"Kill 50,000 critters",0,0,4,0,0,0
13859,,13858,50000,0,14500,1,1
13861,Earn exalted with the dungeon reputations listed below.,0,0,4,0,0,0
13862,Thorium Brotherhood,13861,42000,0,15946,17,0
13863,Thrallmar,13861,42000,0,5322,13,0
13864,Therazane,13861,42000,0,14517,1,0
13865,Ramkahen,13861,42000,0,14518,2,0
13866,Dragonmaw Clan,13861,42000,0,14519,3,0
13867,Guardians of Hyjal,13861,42000,0,14521,5,0
13868,The Wyrmrest Accord,13861,42000,0,4741,6,0
13869,Knights of the Ebon Blade,13861,42000,0,4743,7,0
13870,Argent Crusade,13861,42000,0,4737,8,0
13871,Kirin Tor,13861,42000,0,4742,9,0
13872,Lower City,13861,42000,0,4759,10,0
13873,The Sha'tar,13861,42000,0,4764,11,0
13874,Cenarion Expedition,13861,42000,0,4751,12,0
13875,Keepers of Time,13861,42000,0,4765,14,0
13876,Shattered Sun Offensive,13861,42000,0,4761,15,0
13877,Argent Dawn,13861,42000,0,2020,16,0
13878,The Earthen Ring,13861,42000,0,14520,4,0
13880,"Get 100,000 honorable kills.",0,0,4,0,0,0
13881,,13880,100000,0,14596,0,1
13883,Recover the following night elf artifacts that tell the fateful story of Pyramond and Theleste.,0,0,4,0,0,0
13884,Chest of Tiny Glass Animals,13883,1,0,15056,4,0
13885,Delicate Music Box,13883,1,0,15053,1,0
13886,Cloak Clasp with Antlers,13883,1,0,15054,2,0
13887,Hairpin of Silver and Malachite,13883,1,0,15055,3,0
13888,Cracked Crystal Vial,13883,1,0,15057,5,0
13889,Silver Scroll Case,13883,1,0,15099,6,0
13891,Reach level 85 on each of the Worgen classes listed below.,0,0,4,0,0,0
13892,Death Knight,13891,120,0,14568,0,0
13893,Druid,13891,120,0,14569,1,0
13894,Hunter,13891,120,0,14570,2,0
13895,Mage,13891,120,0,14571,3,0
13896,Priest,13891,120,0,14572,4,0
13897,Rogue,13891,120,0,22255,5,0
13898,Warrior,13891,120,0,14575,7,0
13899,Warlock,13891,120,0,14574,6,0
13901,Obtain 450 skill points in archaeology.,0,0,4,0,0,0
13902,Obtain 450 skill points in archaeology.,13901,450,0,13812,1,2
13907,Defeat the first four bosses in Icecrown Citadel in 25-player mode.,0,0,4,0,0,0
13908,Lord Marrowgar,13907,1,0,12945,1,0
13909,The Deathbringer,13907,1,0,12946,4,0
13910,Claim victory in the Gunship Battle,13907,1,0,12947,3,0
13911,Lady Deathwhisper,13907,1,0,12948,2,0
13913,Defeat Lord Marrowgar without any raid member remaining impaled for more than 8 seconds in 25-player mode.,0,1,8,0,0,0
13914,Lord Marrowgar slain,13913,1,0,13394,2,2
13915,Lord Marrowgar slain,13913,1,0,12962,1,2
13917,Complete 20 dungeon quests.,0,20,5,0,0,0
13918,,13917,20,0,16552,1,2
13919,,13917,20,0,16553,2,2
13920,,13917,20,0,16554,3,2
13921,,13917,20,0,16555,4,2
13922,,13917,20,0,16556,5,2
13923,,13917,20,0,16557,6,2
13924,,13917,20,0,16558,7,2
13925,,13917,20,0,16559,8,2
13926,,13917,20,0,16560,9,2
13927,,13917,20,0,16561,10,2
13928,,13917,20,0,16562,11,2
13929,,13917,20,0,16563,12,2
13930,,13917,20,0,16564,13,2
13931,,13917,20,0,16565,14,2
13932,,13917,20,0,16566,15,2
13933,,13917,20,0,16567,16,2
13934,,13917,20,0,16568,17,2
13935,,13917,20,0,16569,18,2
13936,,13917,20,0,16570,19,2
13937,,13917,20,0,16571,20,2
13938,,13917,20,0,16572,21,2
13939,,13917,20,0,16573,22,2
13940,,13917,20,0,16574,23,2
13941,,13917,20,0,16575,24,2
13942,,13917,20,0,16576,25,2
13943,,13917,20,0,16577,26,2
13944,,13917,20,0,16578,27,2
13945,,13917,20,0,16579,28,2
13946,,13917,20,0,16580,29,2
13947,,13917,20,0,16581,30,2
13948,,13917,20,0,16582,31,2
13949,,13917,20,0,16583,32,2
13950,,13917,20,0,16584,33,2
13951,,13917,20,0,16585,34,2
13952,,13917,20,0,16586,35,2
13953,,13917,20,0,16587,36,2
13954,,13917,20,0,16588,37,2
13955,,13917,20,0,16589,38,2
13956,,13917,20,0,16590,39,2
13957,,13917,20,0,16591,40,2
13958,,13917,20,0,16592,41,2
13959,,13917,20,0,16593,42,2
13960,,13917,20,0,16594,43,2
13961,,13917,20,0,16595,44,2
13962,,13917,20,0,16596,45,2
13963,,13917,20,0,16597,46,2
13964,,13917,20,0,16598,47,2
13965,,13917,20,0,17419,56,2
13966,,13917,20,0,17420,58,2
13967,,13917,20,0,16599,48,2
13968,,13917,20,0,16600,49,2
13969,,13917,20,0,16601,50,2
13970,,13917,20,0,16602,51,2
13971,,13917,20,0,16603,52,2
13972,,13917,20,0,16604,53,2
13973,,13917,20,0,16605,54,2
13974,,13917,20,0,16606,55,2
13975,,13917,20,0,16607,57,2
13977,"Spend 50,000 gold on guildmember repairs.",0,0,4,0,0,0
13978,,13977,500000000,0,13757,0,9
13980,Reach guild level 10.,0,0,4,0,0,0
13981,Reach guild level 10.,13980,10,0,13878,1,2
13983,Yogg-Saron kills (Ulduar 10 player),0,0,4,0,0,0
13984,Yogg-Saron,13983,1,0,9994,1,0
13986,Pelt the enemy leaders listed below.,0,0,4,0,0,0
13988,Lor'themar Theron,13986,1,0,12660,2,0
13989,Lady Sylvanas Windrunner,13986,1,0,12661,1,0
13990,Baine Bloodhoof,13986,1,0,12662,0,0
13992,Defeat Malygos with fewer than 21 in 25-player mode.,0,0,4,0,0,0
13993,Defeat Malygos with fewer than 21,13992,1,0,7175,1,2
13995,Lich King 5-player bosses killed,0,1,5,0,0,0
13996,Meathook,13995,1,0,5467,2,0
13997,Xevozz,13995,1,0,8798,46,0
13998,Lavanthor,13995,1,0,8799,47,0
13999,Ichoron,13995,1,0,8800,48,0
14000,Ingvar the Plunderer,13995,1,0,5380,36,0
14001,Zuramat the Obliterator,13995,1,0,8801,49,0
14002,Erekem,13995,1,0,8802,42,0
14003,Moragg,13995,1,0,8803,44,0
14004,General Bjarngrim,13995,1,0,5455,9,0
14005,Skadi the Ruthless,13995,1,0,5463,7,0
14006,Salramm the Fleshcrafter,13995,1,0,5469,35,0
14007,Prince Taldaram,13995,1,0,5439,12,0
14008,Sjonnir the Ironshaper,13995,1,0,5454,31,0
14009,Gortok Palehoof,13995,1,0,5466,41,0
14010,Krik'thir the Gatewatcher,13995,1,0,5436,8,0
14011,The Prophet Tharon'ja,13995,1,0,5446,39,0
14012,Drakkari Colossus,13995,1,0,5450,26,0
14013,Novos the Summoner,13995,1,0,5444,21,0
14014,Prince Keleseth,13995,1,0,5377,1,0
14015,Skarvald the Constructor,13995,1,0,5378,14,0
14016,Dalronn the Controller,13995,1,0,5379,25,0
14017,Anomalus,13995,1,0,5382,24,0
14018,Ormorok the Tree-Shaper,13995,1,0,5383,34,0
14019,Keristrasza,13995,1,0,5384,45,0
14020,Chrono-Lord Epoch,13995,1,0,5468,17,0
14021,Ley-Guardian Eregos,13995,1,0,5462,43,0
14022,The Black Knight,13995,1,0,13314,52,0
14023,Grand Magus Telestra,13995,1,0,5381,13,0
14024,Forgemaster Garfrost,13995,1,0,13317,55,0
14025,Ick,13995,1,0,13318,56,0
14026,The Lich King,13995,1,0,13323,60,0
14027,Elder Nadox,13995,1,0,5440,22,0
14028,Ionar,13995,1,0,5456,16,0
14029,Volkhan,13995,1,0,5457,27,0
14030,Loken,13995,1,0,5458,40,0
14031,Drakos the Interrogator,13995,1,0,5459,3,0
14032,Hadronox,13995,1,0,5437,23,0
14033,Anub'arak,13995,1,0,5438,33,0
14034,Herald Volazj,13995,1,0,5442,38,0
14035,Eadric the Pure,13995,1,0,13313,51,0
14036,Bronjahm,13995,1,0,13315,53,0
14037,Devourer of Souls,13995,1,0,13316,54,0
14038,Scourgelord Tyrannus,13995,1,0,13319,57,0
14039,Falric,13995,1,0,13320,58,0
14040,Marwyn,13995,1,0,13321,59,0
14041,Trollgore,13995,1,0,5443,10,0
14042,Moorabi,13995,1,0,5449,20,0
14043,Gal'darah,13995,1,0,5451,37,0
14044,Maiden of Grief,13995,1,0,5452,11,0
14045,Krystallus,13995,1,0,5453,19,0
14046,Mage-Lord Urom,13995,1,0,5460,15,0
14047,Varos Cloudstrider,13995,1,0,5461,30,0
14048,King Ymiron,13995,1,0,5464,18,0
14049,Svala Sorrowgrave,13995,1,0,5465,29,0
14050,Mal'Ganis,13995,1,0,6433,4,0
14051,Jedoga Shadowseeker,13995,1,0,5441,32,0
14052,Cyanigosa,13995,1,0,5447,5,2
14053,Slad'ran,13995,1,0,5448,6,0
14054,King Dred,13995,1,0,5445,28,0
14055,Argent Confessor Paletress,13995,1,0,13312,50,0
14057,Grobbulus kills (Naxxramas 25 player),0,0,4,0,0,0
14058,Grobbulus,14057,1,0,6406,1,0
14102,Heigan the Unclean kills (Naxxramas 10 player),0,0,4,0,0,0
14103,Heigan the Unclean,14102,1,0,6426,1,0
14105,Defeat every boss in Ulduar in 25-player mode.,0,0,4,0,0,0
14106,Heroic: The Descent into Madness,14105,0,0,10034,4,0
14107,Heroic: The Antechamber of Ulduar,14105,0,0,10032,2,0
14108,Heroic: The Keepers of Ulduar,14105,0,0,10033,3,0
14109,Heroic: The Siege of Ulduar,14105,0,0,10031,1,0
14111,Defeat Razorscale without allowing her to fly into the air more than once in 25-player mode.,0,0,4,0,0,0
14112,Razorscale,14111,1,0,10063,1,2
14117,,0,0,4,0,0,0
14118,Devourer of Souls,14117,1,0,13169,1,0
14120,,0,0,4,0,0,0
14121,Ick and Krick,14120,1,0,13172,1,0
14123,,0,0,4,0,0,0
14124,Ick and Krick,14123,1,0,13173,1,0
14126,Heroic Rotface 10 (TRACKING ONLY) <DND>,0,0,4,0,0,0
14127,Rotface,14126,1,0,13119,1,2
14131,First paladin on the realm to achieve level 85.,0,0,4,0,0,0
14132,Level to 85,14131,85,0,5215,1,2
14134,First warrior on the realm to achieve level 85.,0,0,4,0,0,0
14135,Level to 85,14134,85,0,5220,1,2
14137,Defeat the leaders of Scholomance while in a guild group.,0,0,4,0,0,0
14139,Darkmaster Gandling,14137,1,0,22241,0,0
14141,Defeat Professor Putricide without using Regurgitated Ooze on the Abomination in 25-player mode.,0,1,8,0,0,0
14142,Professor Putricide,14141,1,0,12981,2,2
14143,Professor Putricide,14141,1,0,12968,1,2
14145,Enter every portal spawned by Valithria Dreamwalker before healing her to full health in 25-player mode.,0,1,8,0,0,0
14146,Valithria,14145,1,0,12980,2,2
14147,Valithria,14145,1,0,12971,1,2
14152,Complete the Cataclysm quest achievements listed below.,0,0,4,0,0,0
14153,Fading into Twilight,14152,1,0,13989,5,0
14154,Sinking into Vashj'ir,14152,1,0,13985,1,0
14155,Unearthing Uldum,14152,1,0,13988,4,0
14156,Deep into Deepholm,14152,1,0,13987,3,0
14157,Coming Down the Mountain,14152,1,0,13986,2,0
14159,,0,0,4,0,0,0
14160,Scourgelord Tyrannus and Rimefang,14159,1,0,13175,1,0
14162,,0,0,4,0,0,0
14163,Falric,14162,1,0,13176,1,0
14165,,0,0,4,0,0,0
14166,Marwyn,14165,1,0,13178,1,0
14168,Emblems of Triumph acquired,0,0,4,0,0,0
14169,Emblems of Triumph acquired <DND>,14168,0,0,13183,1,0
14171,Emblems of Frost acquired,0,0,4,0,0,0
14172,Emblems of Frost acquired <DND>,14171,0,0,13184,1,0
14174,Defeat the bosses in The Pit of Saron.,0,0,4,0,0,0
14175,Scourgelord Tyrannus and Rimefang,14174,1,0,13319,3,0
14176,Forgemaster Garfrost,14174,1,0,13317,1,0
14177,Ick and Krick,14174,1,0,13318,2,0
14179,Defeat the bosses in The Halls of Reflection on Heroic Difficulty.,0,0,4,0,0,0
14180,Survive the encounter with the Lich King,14179,1,0,13181,3,0
14181,Marwyn,14179,1,0,13179,2,0
14182,Falric,14179,1,0,13177,1,0
14184,,0,1,5,0,0,0
14185,Alysrazor 10-Heroic,14184,1,0,18062,1,2
14186,Alysrazor 25-Heroic,14184,1,0,18063,2,2
14188,Arena Killing Blows,0,0,5,0,0,0
14189,Ring of Valor,14188,0,0,9166,4,0
14190,Ruins of Lordaeron,14188,0,0,5535,2,0
14191,Dalaran Sewers,14188,0,0,9165,3,0
14192,Nagrand Arena,14188,0,0,5533,0,0
14193,Blade's Edge Arena,14188,0,0,5534,1,0
14195,Defend the beach without losing any walls.,0,0,4,0,0,0
14196,Defend the beach without losing any walls,14195,1,0,7740,1,2
14198,Toravon the Ice Watcher kills (Wintergrasp 10 player),0,0,4,0,0,0
14199,Toravon the Ice Watcher,14198,1,0,13324,1,2
14201,Valithria Dreamwalker rescues (Icecrown 10 player),0,0,4,0,0,0
14202,Rescue Valithiria Dreamwalker,14201,1,0,13335,1,0
14204,Defeat Sindragosa in 25-player mode without any member of your raid receiving more than 5 stacks of Mystic Buffet.,0,1,8,0,0,0
14205,Sindragosa,14204,1,0,12989,2,2
14206,Sindragosa,14204,1,0,12972,1,2
14208,,0,1,8,0,0,0
14224,Complete the quest to retrieve Smokywood Pastures' stolen treats and receive a Smokywood Pastures' Thank You.,0,1,8,0,0,0
14225,A Smokywood Pastures' Thank You!,14224,1,0,6224,2,2
14226,A Smokywood Pastures' Thank You!,14224,1,0,6223,1,2
14228,Defeat the Gundrak bosses on Heroic Difficulty.,0,0,4,0,0,0
14229,Slad'ran,14228,1,0,6839,1,0
14230,Eck the Ferocious,14228,1,0,5053,5,0
14231,Drakkari Colossus,14228,1,0,6841,3,0
14232,Gal'darah,14228,1,0,5614,4,0
14233,Moorabi,14228,1,0,6840,2,0
14235,Kill 100 players in Wintergrasp using a vehicle or a cannon.,0,100,5,0,0,0
14236,Cannon,14235,100,0,7705,2,3
14237,Fighter,14235,100,0,7707,4,3
14238,Bomber,14235,100,0,7708,5,3
14239,Vehicle,14235,100,0,7704,1,3
14240,Shredder,14235,100,0,7706,3,3
14242,Tailoring Patterns learned,0,0,4,0,0,0
14243,Tailoring Patterns known,14242,0,0,7230,0,0
14246,Complete the Wintergrasp achievements listed below.,0,0,4,0,0,0
14247,Wintergrasp Veteran,14246,0,0,9758,0,0
14248,Heroic: Archavon the Stone Watcher,14246,0,0,9766,5,0
14249,Within Our Grasp,14246,0,0,9759,1,0
14250,Archavon the Stone Watcher,14246,0,0,9765,4,0
14251,Didn't Stand a Chance,14246,0,0,9771,9,0
14252,Destruction Derby,29106,0,0,7732,0,0
14253,Black War Mammoth,14246,0,0,9761,3,0
14254,Leaning Tower,14246,0,0,9770,8,0
14255,Wintergrasp Ranger,14246,0,0,9760,2,0
14256,Vehicular Gnomeslaughter,14246,0,0,9769,7,0
14258,Defend the beach without losing any walls.,0,0,4,0,0,0
14259,Defend the beach without losing any walls,14258,1,0,7636,1,2
14261,Attack Wintergrasp and succeed in 10 minutes or less.,0,1,8,0,0,0
14262,Attack Wintergrasp and succeed in 10 minutes or less.,14261,1,0,7666,0,2
14264,Isle of Conquest Honorable Kills,0,0,4,0,0,0
14265,Isle of Conquest Honorable Kills,14264,0,0,13260,1,0
14267,Hidden sub-achievement to track if player has ever been exalted with Scryer for Hero of Shattrath achievement.,0,1,8,0,0,0
14268,,14267,42000,0,4763,1,0
14269,,14267,1,0,13410,2,0
14270,,14267,0,0,13411,3,0
14271,,14267,0,0,13412,4,0
14272,,14267,0,0,13413,5,0
14273,,14267,0,0,13414,6,0
14274,,14267,1,0,13415,7,0
14275,,14267,1,0,13416,8,0
14276,,14267,1,0,13417,9,0
14277,,14267,1,0,13418,10,0
14278,,14267,1,0,13419,11,0
14279,,14267,1,0,13420,12,0
14281,Heroic Putricide 25 (TRACKING ONLY) <DND>,0,0,4,0,0,0
